142,"[-1.2952546   0.02011259  0.29568243  3.98357    -2.8250177   2.7658663
 -1.3113109  -2.56835    -0.8821104   1.0318986   1.7866514   0.9276316
 -0.5122203   0.20468768 -0.18527786 -3.1244037   1.5922893  -1.4107627
  0.38751125  0.09594203  0.4221875  -0.9677757  -0.5911306  -0.15948686
  0.2890407  -2.6887417   1.7890614   0.24207331  0.4963391  -0.68202704
 -0.38395825 -0.2224277  -0.22365506 -0.9946374  -0.34181166 -0.19483307
 -0.10702816 -0.55965763  0.732652    0.19318686 -0.37651753 -0.5772933
  1.5936503  -1.0190221  -0.07308662 -0.8356006  -0.43525296 -0.8383369
  0.65545017  0.92509985  0.9403563  -1.5818857  -0.7003622  -0.6159461
  0.3859034  -1.410578    0.42191738  1.5538939  -0.11288525 -0.56305027
  0.83834696  0.0334575   0.25057107  0.43552116  0.33583087 -0.7089972
 -0.06831689 -0.21555427 -0.7084321  -0.14363897 -0.85757524 -0.5065486
  0.43853873 -0.32967737  0.2615529   0.13278572  0.19586948  0.7692298
 -0.70113534 -0.33557788  0.4741303   0.65019536  0.23892188 -0.00742179
  0.48970184 -0.24484551 -0.21449411  0.10516265 -0.06331594  0.06629106
  0.26457328]"
143,"[-2.80998182e+00 -2.14655042e+00 -9.87944126e-01 -1.86041641e+00
 -7.52009571e-01  9.19824243e-01 -1.00595868e+00 -4.32486343e+00
 -4.07709694e+00 -1.07256854e+00 -8.85917604e-01  1.50170672e+00
  3.74276429e-01 -1.74031949e+00  2.66695023e+00 -1.65978193e+00
  7.64175773e-01  1.46449435e+00  8.40033054e-01  1.02397466e+00
  1.57417941e+00  1.73949158e+00 -6.44467413e-01  6.69117093e-01
  4.78791967e-02 -2.62746006e-01  1.73442122e-02  7.86681294e-01
 -9.36423182e-01 -8.25089365e-02  8.97073686e-01 -7.60892853e-02
 -1.18630685e-01 -2.20189333e+00 -9.49356318e-01  1.67458987e+00
 -7.78961182e-01  4.84026253e-01 -2.08919141e-02  2.26228149e-03
  1.30516040e+00 -1.01770782e+00  7.58960962e-01 -1.02663495e-01
 -9.56406295e-01  3.90378624e-01 -9.65801001e-01 -1.96716085e-01
  5.10311663e-01  4.52764928e-01  1.06120777e+00  9.49357823e-02
  1.21155798e+00  8.97083580e-02 -8.75231743e-01  1.43009508e+00
 -1.10386431e+00 -1.55928791e-01  3.70889544e-01  5.33290625e-01
 -2.04944655e-01  7.89326310e-01 -5.41534647e-02  1.03418410e+00
 -3.72867346e-01 -2.47590855e-01  6.29989982e-01 -8.79870594e-01
  3.86932820e-01  1.22757293e-01  1.99624628e-01  5.22713721e-01
  4.39681739e-01 -6.37340128e-01  3.79325479e-01 -4.68299717e-01
 -5.82683571e-02 -6.82037175e-01 -2.90792882e-01  5.39089024e-01
 -1.17081337e-01 -1.66188151e-01  1.05880588e-01  6.96740806e-01
  2.16470569e-01 -7.56121203e-02 -5.69687486e-01 -5.71522772e-01
 -2.06273079e-01  4.16607231e-01 -2.09366009e-01]"
144,"[ 1.5639229e+00  1.3261635e+00  4.7482891e+00  3.3111176e+00
 -2.9788864e+00  8.5605955e-01 -2.5325193e+00  2.7066607e+00
 -8.1114519e-01  1.6362947e+00 -7.5441062e-01 -2.0370538e+00
  1.4254750e+00 -1.6445825e+00  7.5246620e-01  1.7094880e+00
 -2.1775494e+00 -1.6498301e+00 -3.0127105e-01 -3.0820980e+00
 -3.9998409e-01 -1.2094325e+00 -6.5105236e-01  4.8626286e-01
 -2.4845484e-01  1.3854662e+00  1.3431195e+00 -8.6895621e-01
 -1.3192152e+00 -9.7460377e-01  7.9608941e-01  1.1892036e+00
 -8.0251086e-01  2.5373986e-02 -3.0900663e-01 -4.0235439e-01
 -9.6208525e-01  5.7795984e-01 -6.5018034e-01 -9.2446065e-01
 -1.4780954e-01 -7.4977005e-01  5.5470711e-01 -5.5509961e-01
 -1.0757769e+00 -1.1992962e+00 -6.5336335e-01  3.9279398e-01
 -2.8960946e-01  7.3329496e-01 -3.3081186e-01  5.3803027e-01
  1.9956991e-01 -2.2407378e-01 -1.5047098e-03  4.0854037e-02
  2.1693428e-01 -2.1349750e-01  4.5111448e-01 -3.4360272e-01
  1.1421342e+00  1.1228880e+00 -5.6212723e-01 -1.5375358e-01
 -2.2561988e-01  1.2563814e-02 -5.3948104e-01  8.0060232e-01
  6.4131659e-01  5.7848835e-01 -1.1165153e+00  1.5744388e-01
 -9.3249583e-01  3.7577402e-02  8.1162751e-02 -1.3243532e+00
 -4.4598481e-01  1.3537693e-01 -3.4150419e-01  4.3494698e-01
  3.9444831e-01 -3.1523383e-01 -2.7154645e-01  5.1010430e-01
  1.4896532e-02  3.9712590e-01  1.5727930e-01  1.2186990e-01
 -2.2548899e-01  2.5803381e-01 -4.7914705e-01]"
145,"[ 2.7730775   5.976723   -1.8663231   1.3812064  -1.4091625  -1.5000356
 -0.44231862 -1.743369   -2.363052   -1.5805998  -2.4692712  -0.04589122
  3.5056288   1.1372925   0.64222777 -0.48683903 -0.69216514  0.97001165
 -0.38146785 -0.1955111   0.22936492 -0.16392158  0.795743   -0.07510944
 -0.37882242  0.43039936 -0.39098153  1.4621456   0.6986744   3.7453556
  0.27658573 -0.68015075  1.1596501  -0.21577395  0.19720845  0.8140683
 -0.32656068  0.2215825   0.3922782  -0.3704755  -0.22304082 -0.32325116
  1.3451185   0.5799921   0.6485099  -1.6994393  -1.1121023  -0.28971624
  1.3024293  -0.13995081  1.5282143   1.5907176   0.06276682 -1.0463909
 -0.1971708  -0.11064874 -0.18999536  0.8674948  -0.8117434  -0.20724694
 -0.48728296  0.19259378  0.13792573 -0.2117951  -0.02044044 -0.9378949
  0.28351593  0.22339018  0.91618794  0.65159094 -0.36555287 -0.09760927
 -0.25891384 -0.61427325  0.1933022  -0.3401547  -0.15702449 -0.484473
 -0.6103385   0.77333146  0.20617856  0.0447879  -0.7488251  -0.50325197
  0.21381527 -0.01098628 -0.37018487  0.3392049   0.28368008  0.40968737
  0.0474578 ]"
146,"[-3.6095595   0.3493657   3.7390141   2.6063983  -3.6398141   0.6007259
  1.9937139  -1.1802136   3.0887876  -1.645158    0.42866355 -0.3577445
 -0.24632125 -0.77672803 -1.9518844   0.08009563  1.7285315  -0.3411431
  0.8634     -2.8221354  -0.51536155 -0.9402651  -1.6237739   0.3543566
  3.2832093  -1.397431    2.1229694   0.19903278 -0.06862107 -0.6515633
 -0.94169134 -0.9468683  -0.3334853  -0.81828105 -0.654168   -1.1619623
 -2.2413473  -2.252087    0.9239462  -0.5277738   1.1440818  -1.3145664
  0.18461995 -0.69291615  0.16673239 -0.16633378  0.878124   -0.28131562
  0.21794257  0.71062     1.0835087   0.11214118  0.7414429   0.2687856
 -1.1684859   0.7202131  -0.27692553  0.3583158   0.1738077   0.08127996
  0.8093558   0.50197214  0.5993198  -0.47209048 -0.5559539  -0.04988588
  0.26493743  1.1111097  -0.25753668 -0.4915156   0.43295524  0.08353129
  0.42470604  0.8658348   0.0698669   0.016016   -0.8995144  -0.15511355
 -0.14254916  0.35561487 -0.01259469  0.20619427  0.00957005 -1.1028318
 -0.79850316  0.3538598  -0.36427227  0.7968244  -0.07758756 -0.6015123
 -0.13050981]"
147,"[-4.416778   -3.3390863   0.24628851  2.2870312   4.256548   -3.693266
  0.5205455   3.8761365   2.902048    0.5641692  -0.10623054  2.4685943
 -0.03792985 -0.748416   -1.8074664  -1.4121172  -0.9701331  -0.45675206
  1.6513928   0.5060045  -1.8283336   1.8717914   0.6608357  -0.01986657
  1.0679731   0.05334583  0.53078204  0.44521388  0.66105497 -0.5480012
 -0.5715909  -2.0770628   0.5125239  -1.4377081   1.0438616   0.7096427
  0.43216732 -1.1375344   1.5358098  -1.5537413   0.785434   -0.6939049
  0.783882    1.4808766   1.1759608  -0.9972791  -1.0188191   1.2216717
 -0.9005617   0.1494565   0.49124333  0.42484367  1.4009118   0.3226693
 -0.07158489  0.5021418  -0.82508856  0.03116031  1.2984675  -0.4999077
  0.3469878  -0.46764478  0.9483838  -0.33855072  0.29877582 -0.09857114
  0.10820738 -0.14731562  0.10571394  0.3474476  -0.55394506 -0.36929306
 -0.39374465 -0.39832038  1.1397803  -0.62030977  0.18892956 -1.2089797
 -0.35917482 -0.6841133   0.7229309   0.5480663  -0.33860114  0.21487814
 -0.33016685 -0.3393418  -0.34100673  0.5913551   0.368194   -0.09599257
 -0.6565482 ]"
148,"[ 5.9504676  -0.9934207   1.1466334  -2.3064294  -1.0687494  -0.9902813
 -1.2204914   0.4798765   1.0839993  -3.1260977   2.3579352  -1.8735892
 -2.9316666   0.34005857 -0.3371152  -2.4930174  -0.4853206   3.1651113
  1.8085072   0.78832525  0.27790967  0.20758499  0.14037932 -1.1615393
  1.976042   -0.19218194 -0.20684718 -1.0016448  -0.9944951   0.0942589
 -0.79700565  0.8959337  -0.11059348  1.5748144   0.41213256  0.71356195
  0.16071427 -0.08095457 -0.98955184 -0.22661063 -1.0429997   1.1316235
  1.496294    0.00639319  0.67675024 -0.26882935 -1.0547229   0.67590743
 -0.87167156 -0.23247743 -0.03716338 -0.08368538 -0.61477643 -0.6669569
  0.8028114  -0.26904005 -0.35313872  0.10013199  1.1492232  -0.20133017
 -0.36226302  0.30913845  1.1231211   0.8548157   0.2581589   0.72889936
  0.16972546 -0.24987502 -0.10438249 -0.2831147   0.1176683  -0.09436281
 -0.01681127 -0.56059086 -0.10821971  0.12713893  0.37002462  0.26127717
  0.42859495  0.22921808  0.33007842  0.38913697 -0.17476854 -0.04391142
  0.13455106  0.43310872 -0.74722356  0.09004103  0.5749436   0.04355052
 -0.46871603]"
149,"[ 6.1941314   1.1621497  -0.40466756 -3.0495899  -0.41832212 -0.07241013
 -0.6461713   2.6854827  -1.0748628  -2.9072814   2.6774015  -3.7061725
 -1.4350632   1.241275   -0.1510077  -1.6715021   1.0941447  -0.5690099
  0.27949643  2.383768    0.48988086  0.7293001  -1.0377645  -1.2279787
  0.97037995 -0.7419242  -1.3070301   1.0228648   0.8399709  -0.26549682
 -0.42310902 -0.472173    0.36670008  0.69029295 -1.0836931  -1.2847148
 -0.34439355 -0.9052426  -0.21033618 -0.97250533 -0.6135885  -0.02640479
 -1.1625262  -0.10009267 -0.13729085 -1.2224965  -1.4652866   0.6704325
 -1.2207882  -0.9442307   0.6398296   0.54081064  1.3033      0.47915697
  0.32967138  0.10817171 -0.3514791  -0.34688693 -0.9218278   1.2552031
 -0.3290306  -0.3122952  -0.35895842 -1.1085374  -0.21701057  0.40508428
  0.6090659   0.02073406  0.22243062  0.04225061 -0.5534237   0.19968691
  0.27555534 -0.7707512  -0.02433955  0.14563903 -0.48134968  0.18923663
 -0.18008986 -0.3590566  -0.5026608   0.10181797  0.27038142 -0.3169251
  0.2428197  -0.5873475   0.37833753  0.40684932 -0.29255122 -0.06593628
 -0.22095515]"
150,"[ 1.0831598   0.7226702   4.92473     2.116461   -4.1652784  -0.09839895
  1.1184832  -2.1996708   1.7120712   2.0814645  -2.2991083  -0.43819073
  1.2708663  -4.1914783   0.8086826  -0.74451935  2.3925776  -0.13011907
  0.92430973 -0.44398338 -1.7373779  -0.03362878 -0.8295902   0.46042138
  1.6454508  -0.9993116   0.91177875  2.0762188  -0.23213005 -1.5611186
 -1.5071293   1.4224745   0.46365678  0.93604547  0.09438545  0.8753588
 -1.0143113   1.1450691   0.5568456  -1.1910319   2.189598   -0.10994382
 -1.5656066   0.9012419  -0.75530887 -0.5603497  -0.9096411  -0.67571163
 -0.5799746   0.14971648  0.6694518  -0.11918305 -0.19583112 -0.7291885
  0.19407013 -1.2262083  -0.12660371  0.34473673 -0.01657029 -0.22090735
 -0.66441184 -0.05307936 -0.7829153  -0.35600385 -1.3077576   0.0360634
 -0.42229387  0.8309383   0.13183263  0.24260291  0.40178317 -1.1342831
  0.02281942  0.14027181  0.8845852   1.2146991  -0.28194767  0.4835173
  0.63824296 -0.4099004   0.34440938  0.8858717   0.04216209  0.5165129
  0.01905093  0.5094299   0.22872734 -0.5210941   0.02139893 -0.09514118
 -0.34246418]"
151,"[-0.98243695  1.6596451  -3.5101848   4.493761   -3.1513271  -1.0405909
 -3.4855592  -1.6390729  -0.5369357  -0.28492388  0.40868595  1.2595203
 -0.21237752  3.6547427   0.45806462 -1.4473813   0.6221159  -0.34019834
  1.540328   -2.6955225   0.87507087 -1.4450282  -1.1652442  -0.16918592
 -2.406214    1.0707316  -0.09583377 -0.08917815 -0.13898617  0.23085994
 -0.4274426   0.84848875 -1.8474681  -0.7402568  -1.31788     0.19123845
  0.7652775  -0.24401136 -0.34695947  0.7454772  -0.79714704 -0.68101656
  0.09087132 -1.5396706  -0.1434451   0.3194011  -1.343292    0.01735315
 -0.24452923  0.48418596 -0.53708535  0.3507219   0.63083065  0.11356123
  0.97132635 -0.6078233  -0.10703421 -0.01940536 -0.12837264  0.7841717
  0.14095178  0.4996925   0.69610214 -1.1072534  -0.14718315  0.8443215
 -0.06384849  0.29657948 -0.45306993 -0.10750965  0.3855996  -0.25530624
  0.1050189  -0.3460592  -0.16260935  0.30574605 -0.43389887  0.12978207
  0.32945085  0.71344167  0.8873118  -0.531026    0.20347756  0.26052305
 -0.48780653  0.00776597  0.02358659  1.0028441   0.6629121   0.05867619
 -0.22045444]"
152,"[-3.81181645e+00 -9.85102892e-01  6.19001865e-01  3.61834258e-01
 -2.46188030e-01  4.07694912e+00  1.84165955e-01  4.37005490e-01
  2.33490109e+00 -1.59532142e+00  2.96233726e+00 -4.01722765e+00
 -4.40565675e-01 -3.34261012e+00 -2.12849402e+00  2.55324984e+00
  6.82606772e-02 -2.04176426e+00  1.81455660e+00 -1.24609005e+00
 -2.84103692e-01 -2.13710070e+00  1.47083390e+00 -1.27047086e+00
 -1.22941799e-01 -6.99705243e-01  1.06740761e+00 -1.38777399e+00
 -2.81589419e-01  1.08548391e+00  3.32509905e-01  6.41936064e-02
  5.24214923e-01 -6.02065802e-01 -5.49517095e-01  1.64643705e-01
 -7.59990692e-01 -5.11756420e-01  1.61262885e-01 -4.84374374e-01
 -5.57315171e-01 -1.77367210e+00 -3.68023455e-01  9.51281548e-01
  1.62627071e-01  3.09098899e-01  4.04635072e-01  9.58177328e-01
  8.07099342e-02 -5.32636166e-01 -8.79147410e-01 -6.21557795e-02
 -5.63038647e-01 -4.62755203e-01  1.07019484e+00 -5.79737246e-01
  3.03299844e-01 -5.02315342e-01 -1.74886972e-01 -8.66866946e-01
  7.50370920e-01  7.10091650e-01 -8.00346911e-01 -6.54675186e-01
 -1.36763051e-01  1.67314798e-01 -1.36414543e-01  3.09401611e-03
  4.52312604e-02 -9.28535312e-02 -3.94721270e-01  7.10956752e-01
 -4.14889127e-01  4.28704381e-01 -6.18478879e-02 -2.75161654e-01
  1.56116039e-01  6.50842488e-01 -3.44647527e-01  1.09760678e+00
 -3.90770316e-01  3.65657598e-01 -1.46723045e-02  1.04149319e-01
  3.51929575e-01 -5.99140942e-01  1.54394060e-01 -7.75485933e-01
  1.28387645e-01  5.64294517e-01 -4.74089324e-01]"
153,"[-3.3006785e+00  2.0832107e+00 -4.8921857e-02  9.2275447e-01
 -4.2422934e+00  1.3517666e+00  1.4518651e+00 -1.2363853e+00
  3.8819501e+00 -2.9053583e+00  7.5912511e-01  1.2884905e+00
 -5.1958892e-02 -1.7448939e+00 -9.6003598e-01 -1.0140725e+00
  1.0672160e+00 -9.3279386e-01  1.3704612e+00 -6.5591419e-01
  2.3667413e-01  1.3650156e+00  8.7552643e-01 -7.0161480e-01
  4.9805317e-02  3.2506549e-01 -7.2448546e-01 -1.1217546e+00
 -7.8272718e-01 -8.0552512e-01 -4.4034258e-01  1.4572147e+00
  3.3768809e-01 -1.3927442e+00 -1.4299278e+00 -1.0418248e+00
 -6.8641579e-01  2.3175493e-01 -7.3375201e-01  1.2353305e+00
 -5.5662310e-01 -2.6342624e-01  1.6728784e+00 -1.1754026e+00
 -9.0508181e-01  1.2685616e-01  2.2192781e+00 -5.7154429e-01
 -4.0519479e-01  2.3309427e-01  1.2003835e+00  2.7786267e-01
 -3.0921495e-01 -5.4396772e-01  6.5306407e-01  1.7188398e-02
  1.4347104e+00  4.8613012e-01 -8.8716733e-01 -1.3970382e+00
  2.0358257e-03 -4.5929933e-01  2.4988247e-01 -6.7008996e-01
 -7.0252800e-01 -3.2428348e-01  4.8691410e-01 -6.3569576e-01
  5.8380768e-02  8.5882962e-01  2.2993784e-01  3.8187644e-01
  2.8801343e-01 -6.2613147e-01 -1.8414247e-01 -5.5273217e-01
  1.2299738e-02  7.9580373e-01  1.5760273e-01  2.6063504e-02
  3.2835206e-01  3.4327719e-01 -4.9970578e-02 -5.4939157e-01
 -1.6878058e-01  7.1193442e-02  3.8812515e-01  8.8005161e-01
 -2.8257114e-01 -2.5398546e-01  1.1923098e-01]"
154,"[ 1.3546457e+00 -3.2762845e+00  2.0301671e-01 -3.7806766e+00
  3.8355706e+00 -1.1003615e+00 -4.9346642e+00  5.3622335e-01
 -2.2148436e-01 -2.2463713e+00 -3.7402806e+00  6.5286773e-01
 -1.0377333e+00 -3.7230272e-02  3.2613313e-01 -7.3825181e-01
 -2.1993573e+00  8.3921826e-01  1.3160344e+00  1.0147073e+00
  6.2551296e-01 -4.3881366e-01 -1.9806675e+00  1.9614270e+00
  1.1511387e+00 -1.3289032e+00 -1.2087977e+00  4.5985047e-02
  6.1184138e-01 -2.4911898e-01 -7.0196342e-01  1.9672406e+00
  4.1054162e-01  3.9572206e-01  1.2706263e-01  7.5161260e-01
  6.1448592e-01 -5.8967096e-01 -5.4886933e-02 -1.1714501e+00
 -4.5810115e-01  1.0223713e+00  2.1319985e+00  3.5574204e-01
  3.0484286e-01  6.4629173e-01  7.8484195e-01 -7.8155810e-01
 -1.1114703e+00  1.4917985e-01 -1.2502841e+00 -6.2323093e-01
  7.8211504e-01 -1.0145373e+00 -5.2740651e-01  2.9238310e-01
 -1.5357620e+00  1.8019266e-02 -1.3044791e-01 -3.4330907e-01
  4.3374047e-01  1.0313372e-01 -2.5501120e-01 -8.1813604e-01
 -5.8763784e-01 -9.2837852e-01  4.6372914e-01 -2.2965075e-02
 -8.9317746e-02 -2.2641170e-01  6.4438134e-01  6.0883057e-01
 -7.3534839e-02  3.7533455e-02 -2.0736924e-01 -5.1736116e-01
  4.3266776e-01  2.1575613e-01 -1.3572539e-01  2.1871562e-01
  2.4893212e-01 -1.1631046e-01 -3.8779748e-03 -2.8937206e-01
  6.9669738e-02 -7.9895651e-01 -2.5795072e-01 -1.3829891e-01
  4.1998348e-01  4.2389998e-01 -1.1106966e+00]"
155,"[ 1.489989   -4.366423   -3.0103595   3.9827378  -3.444431   -2.6385806
  0.89670783 -0.39987332 -1.3182721   0.02774907  1.7498134  -2.4722903
 -0.7472376  -0.9414087  -0.31928208  1.8410821  -0.33985338  0.4929791
  0.6015333  -0.45279604 -0.4598688  -0.64077157  0.1995737   1.4232762
  0.25836897 -1.9700981   0.31302002  0.6107039  -0.52185285 -0.59648085
  0.6219753  -1.569985   -0.09301949 -0.6271751   0.40302768  0.27761826
 -0.8251357   0.21829483 -0.5113971   0.412971    0.11955169 -1.1925538
 -1.4898784  -1.2830514   0.09841809 -0.23175056  0.4059782   0.3963561
 -0.48669145 -1.1629031  -0.6856022  -0.38316596  0.4457892   0.11885594
  0.42275906  1.1176385  -0.08404929  0.18584222  0.45238045  0.06002304
  0.09174804  0.42001632  0.59643036  0.21521889  0.560793    1.2323451
  0.69367266 -0.70877886 -0.32587597 -0.59274185  0.26385495  0.02812083
  0.34470254  0.34489983  0.40823117  0.0711981  -0.07170826 -0.61864585
  0.5021688   0.45221895  0.0728051  -0.2776621  -0.30276307  0.1205036
  0.29343686 -0.4111332   0.19264442  0.31168625  0.17283389  0.14264303
  0.14775649]"
156,"[ 3.09275961e+00 -4.06634903e+00 -1.51849341e+00 -4.23327351e+00
  3.26028824e-01 -4.37714100e+00 -7.35167861e-01 -8.24048281e-01
 -1.67411673e+00  2.43037120e-01  1.64251101e+00  1.52606294e-01
  1.67194262e-01 -1.61242580e+00 -8.92959908e-02 -1.34792864e+00
  1.02063894e+00  7.60386884e-01 -7.82170057e-01 -7.68075585e-01
  1.59001261e-01 -7.60009825e-01  3.03452641e-01 -4.69406106e-04
 -2.09102884e-01  9.69906628e-01  4.75509703e-01 -1.35301006e+00
 -1.15202796e+00 -1.77112728e-01 -1.15934335e-01 -1.55764641e-02
 -9.90967155e-01 -7.44042814e-01  9.32731688e-01  2.94971913e-01
 -5.40794432e-01  2.40274444e-01 -1.48481146e-01 -4.03665453e-01
 -1.38330758e-01 -5.47994375e-01 -8.93709958e-01 -6.78741634e-01
  5.81282238e-03  2.85030305e-01  3.88560921e-01 -2.27752015e-01
 -9.03666988e-02  3.36870342e-01  1.44514158e-01  2.82653749e-01
 -7.70224929e-02 -5.85019290e-01  7.19411373e-02 -2.42510468e-01
  6.98236078e-02  4.47222650e-01  1.55846155e+00 -1.04716289e+00
 -7.16237068e-01 -3.68641615e-01  1.36141121e-01  3.78316402e-01
 -6.98223233e-01 -6.08833015e-01  4.23190705e-02  4.53511804e-01
 -3.12036693e-01  9.34373915e-01  2.75270164e-01 -1.15183957e-01
  3.06775048e-03 -2.79482663e-01  4.10037100e-01 -1.16693117e-01
 -4.29372132e-01 -3.94122660e-01 -8.74527633e-01 -2.59096861e-01
 -2.76560098e-01  2.68598646e-01  8.85120407e-02  2.49364972e-02
  3.82719487e-01 -1.42835677e-01  1.41586900e-01  2.33810112e-01
 -2.62750331e-02  6.91691637e-02  5.54245055e-01]"
157,"[ 2.44222951e+00  1.40304041e+00 -1.29763198e+00 -2.52606004e-01
  3.34271097e+00  7.18209553e+00 -6.73482537e-01  2.27843022e+00
 -1.46737361e+00  2.57402277e+00 -5.26822880e-02 -7.78642058e-01
  5.40336929e-02  6.69071972e-01 -2.32062602e+00 -2.18413973e+00
  2.14616847e+00  1.54548085e+00 -8.32715929e-01  5.54612756e-01
  4.09628808e-01 -4.47242439e-01 -1.22887164e-01  1.05889642e+00
  9.34448659e-01  4.82596010e-01  8.68998170e-01  6.67308986e-01
  4.96544152e-01 -3.28169405e-01 -6.41174436e-01 -2.14971781e+00
  1.66006494e+00 -1.47929072e+00  1.55715322e+00 -1.80526114e+00
 -5.53570807e-01 -1.08480000e+00 -7.61100292e-01 -1.47992596e-02
 -6.95428252e-01 -9.11796510e-01  3.34059820e-02  6.06974304e-01
  6.87848091e-01  1.24308360e+00 -2.17491850e-01 -6.70327842e-01
 -6.15247309e-01 -2.08494812e-03  6.57365084e-01  7.61359453e-01
 -4.27973002e-01  1.10837317e+00  6.55124545e-01  9.07678843e-01
  4.54484910e-01 -4.95241612e-01 -1.00674880e+00 -6.30427361e-01
 -5.47049940e-01 -6.11365557e-01 -5.69840036e-02  5.56294084e-01
 -4.17270571e-01  2.89667785e-01 -8.43639672e-01  6.61594033e-01
 -3.67911369e-01 -4.68055874e-01 -9.97042894e-01  8.10019553e-01
 -4.30870876e-02 -9.22565639e-01 -1.17737806e+00  1.38198454e-02
  8.10412228e-01  1.45308465e-01 -3.66985738e-01 -3.26138437e-01
  4.74222958e-01 -4.58507240e-01  3.74194086e-01 -1.43306211e-01
 -1.11106642e-01  8.44857872e-01 -4.08158123e-01 -4.83832985e-01
  9.53690484e-02 -5.05523197e-02 -2.04216540e-01]"
158,"[ 2.2727087e+00 -5.0763631e+00 -2.1913183e+00 -3.4217827e+00
 -2.5248596e-01 -2.5533078e+00 -8.4001678e-01 -3.8437122e-01
 -1.1598368e+00 -3.5203305e-01  2.5452819e-01  3.5388273e-01
  2.4947655e-01 -3.1827390e+00  9.0780622e-01  2.6676866e-01
  1.3770124e+00  2.6920679e-01 -1.6852109e+00 -4.8460749e-01
  7.0525777e-01 -5.8790588e-01  8.5207319e-01  1.9337801e-02
 -8.3976281e-01 -4.6251449e-01  7.7898067e-01 -4.5156083e-01
 -1.1271892e+00  3.1832343e-01  1.1408607e+00 -3.3628923e-01
 -1.2091868e+00 -1.3328465e+00 -1.6872080e-02 -7.5980729e-01
 -7.6172185e-01 -2.0933366e-01 -2.2469929e-01 -9.8551005e-02
  3.0951482e-01 -1.0025145e+00 -1.3523433e+00 -4.2120329e-01
 -4.9723482e-01  1.8789142e-01  7.1414626e-01 -1.8876264e-02
  2.6041213e-01 -1.7275891e-01  3.8682619e-01  2.3156919e-01
 -1.3054688e-01 -8.4667370e-02  3.8382876e-01  6.7589378e-01
 -3.8643444e-01  1.2915961e-01  8.0900890e-01 -2.9507378e-01
 -3.6225542e-01 -3.0654010e-01  5.0242622e-03  3.2705054e-01
 -7.5639755e-01  1.5502939e-01  4.3267187e-01  7.6719329e-02
  4.4783357e-01  1.3937461e+00 -2.8308836e-01 -3.9387020e-01
  1.4048442e+00 -5.1031721e-01  5.6640720e-01  2.6521039e-01
  4.1962788e-01  8.9256036e-01  1.9532888e-01 -1.9329522e-02
 -4.3349516e-01 -4.6970263e-01  6.2585831e-02  4.2826065e-01
 -6.1639124e-01  7.9203792e-02  2.8304657e-01  1.3485540e-01
  6.0347646e-01 -4.2354811e-02 -6.9575958e-02]"
159,"[ 0.6492158  -4.743928    1.3833798  -0.07587751 -0.7761016   0.05076708
  4.323392   -1.8902298   1.0048376  -0.3539713   2.069345   -2.6463265
  0.52466446  1.4448954  -0.00523227  2.0745397   0.7660949  -0.92952096
  0.5486862  -2.5426004  -1.1078851   2.172632    0.26223287 -0.74062383
  0.9508014  -1.7508541   1.0629234  -0.9958466   0.17964742  1.2196947
  0.31832334 -1.1911339  -0.11904441 -1.6522346   0.8071329  -0.09663881
  0.35490605 -0.6603896  -1.225857   -0.64541113 -0.485388   -0.6843273
  1.1689236  -0.35687673  0.8028125  -0.15194198  0.8572755   0.7862313
 -0.20230284 -0.3928491   1.48526    -1.0902734   0.88504964  0.66035
  0.46225253  0.03126327 -0.38403377 -0.5870833   0.57022345 -0.05914996
 -0.44229925 -0.52770114  1.1931336   0.07475419  1.0608712  -1.2652738
 -0.0580776   0.83190405  0.10052111  0.1511928  -0.23464042  1.1053928
 -0.0483826   0.21524905  0.37250724  0.07090238 -0.8458188   0.5163084
  0.4212092   0.2576454  -0.54797083  0.5251844  -0.3365475   0.10313474
  0.08196887 -0.20487724 -0.08700477 -0.13393074  0.61169547  0.27731246
 -0.66048276]"
160,"[ 6.546658   -2.5669847  -0.9042985  -3.753822    0.9483929  -1.5049055
 -1.3650475  -0.28634578 -0.84211534 -1.6957031   2.246986   -1.7718306
 -2.7176244   0.34797427  0.71876    -2.1824417   1.1545621   0.8742323
  1.2372273  -0.8941281   1.1321641   0.8559033   0.10341647  0.00784449
  1.7715198   0.8727404   0.41957006 -0.03925435  0.57374334 -0.43303683
  0.1321508   0.5710834   0.23152098  1.7918713   0.6847505   1.0405273
 -0.9685221   1.1792624  -0.48696133 -0.90295994 -0.5299752   0.40472862
  0.984135    0.18776216 -0.21692199 -0.786454   -1.0066183  -0.15442987
 -0.671794    0.23243311 -0.04132942  0.01079817  0.8738559  -0.24770355
 -0.09132171  0.3535947   0.4483611   0.14557686  0.729913   -0.8086134
 -0.24337165  0.09076507 -0.41251948 -0.7254399   0.5410764   1.1089357
 -0.50576353 -0.636859   -0.48957187  0.23660994  0.7645438   0.01305012
 -0.7574938   0.09444403  0.46233746 -0.18705133 -0.23257883  0.09367853
  0.16905852  0.13031481  0.09192827 -0.15958756  0.6801441  -0.10303425
 -0.26489878  0.3949036  -0.07711726 -0.03963864  0.22777404  0.3888352
  0.05383689]"
