num,type,position,size,angle,response,octave,class_id
example = ,< cv2.KeyPoint 000001D3F5BA36F0>
201,<class 'cv2.KeyPoint'>,"(112.8647689819336, 691.865966796875)",5.000943183898926,254.627197265625,0.00686495378613472,3,-1
202,<class 'cv2.KeyPoint'>,"(112.87939453125, 212.2107391357422)",14.722114562988281,151.32406616210938,0.007026682607829571,1,-1
203,<class 'cv2.KeyPoint'>,"(113.36489868164062, 461.4761962890625)",5.9197096824646,137.47140502929688,0.007624181918799877,4,-1
204,<class 'cv2.KeyPoint'>,"(114.80772399902344, 129.42652893066406)",39.7841911315918,250.9921112060547,0.007768832612782717,3,-1
205,<class 'cv2.KeyPoint'>,"(115.23223876953125, 161.46014404296875)",5.074605464935303,64.24114990234375,0.007370862178504467,3,-1
206,<class 'cv2.KeyPoint'>,"(115.23223876953125, 161.46014404296875)",5.074605464935303,172.66725158691406,0.007370862178504467,3,-1
207,<class 'cv2.KeyPoint'>,"(115.32835388183594, 716.0609130859375)",5.244729042053223,299.5663757324219,0.009531212970614433,4,-1
208,<class 'cv2.KeyPoint'>,"(117.4560317993164, 42.90217590332031)",9.494803428649902,90.94015502929688,0.01074085384607315,3,-1
209,<class 'cv2.KeyPoint'>,"(117.4560317993164, 42.90217590332031)",9.494803428649902,220.41983032226562,0.01074085384607315,3,-1
210,<class 'cv2.KeyPoint'>,"(117.85235595703125, 322.7628173828125)",8.596700668334961,343.26849365234375,0.01257722731679678,2,-1
211,<class 'cv2.KeyPoint'>,"(119.9926986694336, 701.3616943359375)",10.859423637390137,60.327301025390625,0.014792433008551598,4,-1
212,<class 'cv2.KeyPoint'>,"(120.11421203613281, 438.6863708496094)",7.942363739013672,39.5523681640625,0.006008444353938103,2,-1
213,<class 'cv2.KeyPoint'>,"(120.11421203613281, 438.6863708496094)",7.942363739013672,299.6477966308594,0.006008444353938103,2,-1
214,<class 'cv2.KeyPoint'>,"(120.6375732421875, 520.4090576171875)",6.325802326202393,110.03976440429688,0.009109009057283401,5,-1
215,<class 'cv2.KeyPoint'>,"(121.73442077636719, 531.524169921875)",7.032383918762207,109.01678466796875,0.011913486756384373,1,-1
216,<class 'cv2.KeyPoint'>,"(121.73442077636719, 531.524169921875)",7.032383918762207,288.5873107910156,0.011913486756384373,1,-1
217,<class 'cv2.KeyPoint'>,"(122.07052612304688, 724.0661010742188)",8.694319725036621,343.723388671875,0.010423296131193638,2,-1
218,<class 'cv2.KeyPoint'>,"(122.56880950927734, 267.57818603515625)",11.053732872009277,138.1161651611328,0.008501560427248478,4,-1
219,<class 'cv2.KeyPoint'>,"(122.56880950927734, 267.57818603515625)",11.053732872009277,196.0238800048828,0.008501560427248478,4,-1
220,<class 'cv2.KeyPoint'>,"(123.49972534179688, 687.289306640625)",8.177661895751953,239.48681640625,0.013121314346790314,2,-1
221,<class 'cv2.KeyPoint'>,"(124.1275405883789, 409.2854919433594)",9.50922966003418,77.66525268554688,0.007750785909593105,3,-1
222,<class 'cv2.KeyPoint'>,"(124.43102264404297, 11.120686531066895)",6.665519714355469,310.99371337890625,0.006971727591007948,5,-1
223,<class 'cv2.KeyPoint'>,"(125.08503723144531, 352.1806640625)",11.199106216430664,322.6894226074219,0.00921961385756731,4,-1
224,<class 'cv2.KeyPoint'>,"(125.98129272460938, 674.5548095703125)",5.793626308441162,85.16156005859375,0.006881447974592447,4,-1
225,<class 'cv2.KeyPoint'>,"(127.00331115722656, 82.35739135742188)",19.867660522460938,256.5556640625,0.012141987681388855,3,-1
226,<class 'cv2.KeyPoint'>,"(127.23240661621094, 200.2196807861328)",5.996679782867432,114.67185974121094,0.007021438796073198,5,-1
227,<class 'cv2.KeyPoint'>,"(128.420166015625, 49.53990173339844)",7.100374698638916,221.56202697753906,0.007933666929602623,1,-1
228,<class 'cv2.KeyPoint'>,"(129.07855224609375, 355.3288879394531)",8.439932823181152,323.27288818359375,0.009120207279920578,2,-1
229,<class 'cv2.KeyPoint'>,"(129.3390655517578, 30.40131187438965)",6.152917861938477,80.51022338867188,0.006142728496342897,5,-1
230,<class 'cv2.KeyPoint'>,"(129.3390655517578, 30.40131187438965)",6.152917861938477,155.34051513671875,0.006142728496342897,5,-1
231,<class 'cv2.KeyPoint'>,"(131.26043701171875, 336.0245361328125)",13.856721878051758,336.4881286621094,0.014108337461948395,1,-1
232,<class 'cv2.KeyPoint'>,"(134.2655029296875, 520.1683959960938)",7.081948280334473,11.6900634765625,0.0065537793561816216,1,-1
233,<class 'cv2.KeyPoint'>,"(134.6101531982422, 386.19866943359375)",12.798470497131348,346.98614501953125,0.009774893522262573,5,-1
234,<class 'cv2.KeyPoint'>,"(134.6280059814453, 727.5928955078125)",9.577512741088867,342.7930908203125,0.028385287150740623,3,-1
235,<class 'cv2.KeyPoint'>,"(135.30987548828125, 52.00469970703125)",15.812332153320312,124.35101318359375,0.006861503701657057,2,-1
236,<class 'cv2.KeyPoint'>,"(135.4697265625, 672.8952026367188)",5.229300498962402,297.8197021484375,0.007490609772503376,4,-1
237,<class 'cv2.KeyPoint'>,"(136.3824462890625, 403.3600158691406)",7.330986022949219,317.7670593261719,0.007890168577432632,1,-1
238,<class 'cv2.KeyPoint'>,"(137.7407684326172, 503.8077392578125)",9.18382453918457,9.66229248046875,0.008264409378170967,3,-1
239,<class 'cv2.KeyPoint'>,"(137.7407684326172, 503.8077392578125)",9.18382453918457,289.2693786621094,0.008264409378170967,3,-1
240,<class 'cv2.KeyPoint'>,"(137.81886291503906, 692.9069213867188)",11.196592330932617,61.265472412109375,0.021937081590294838,4,-1
241,<class 'cv2.KeyPoint'>,"(138.31661987304688, 663.0682983398438)",8.48490047454834,66.05279541015625,0.01513289101421833,2,-1
242,<class 'cv2.KeyPoint'>,"(138.69723510742188, 32.03578567504883)",6.373468399047852,5.39373779296875,0.007444589864462614,5,-1
243,<class 'cv2.KeyPoint'>,"(138.83969116210938, 321.08990478515625)",6.322683811187744,176.7432861328125,0.007822906598448753,5,-1
244,<class 'cv2.KeyPoint'>,"(140.38446044921875, 133.7041473388672)",59.505836486816406,234.70684814453125,0.008893344551324844,1,-1
245,<class 'cv2.KeyPoint'>,"(140.38446044921875, 133.7041473388672)",59.505836486816406,323.70428466796875,0.008893344551324844,1,-1
246,<class 'cv2.KeyPoint'>,"(140.65737915039062, 716.3688354492188)",6.287298202514648,164.3218994140625,0.008534043096005917,5,-1
247,<class 'cv2.KeyPoint'>,"(141.9231719970703, 110.9796142578125)",7.508286952972412,297.3466491699219,0.0062734875828027725,1,-1
248,<class 'cv2.KeyPoint'>,"(142.62132263183594, 542.4569091796875)",9.38475227355957,264.8365783691406,0.006963456515222788,3,-1
249,<class 'cv2.KeyPoint'>,"(143.21572875976562, 367.4980163574219)",6.3835368156433105,151.05064392089844,0.009762867353856564,5,-1
250,<class 'cv2.KeyPoint'>,"(143.21572875976562, 367.4980163574219)",6.3835368156433105,352.0973205566406,0.009762867353856564,5,-1
251,<class 'cv2.KeyPoint'>,"(143.2404022216797, 218.6724395751953)",6.260090351104736,129.602783203125,0.007514052093029022,5,-1
252,<class 'cv2.KeyPoint'>,"(143.8546905517578, 528.0426025390625)",9.415931701660156,266.0426025390625,0.006911527831107378,3,-1
253,<class 'cv2.KeyPoint'>,"(145.07638549804688, 412.1631164550781)",9.829998970031738,329.7827453613281,0.007698054425418377,3,-1
254,<class 'cv2.KeyPoint'>,"(145.33377075195312, 292.0809631347656)",16.698163986206055,137.7651824951172,0.0075064292177557945,2,-1
255,<class 'cv2.KeyPoint'>,"(146.19580078125, 399.1015930175781)",5.821720123291016,335.9130859375,0.006003521382808685,4,-1
256,<class 'cv2.KeyPoint'>,"(146.21310424804688, 277.5179748535156)",7.03462553024292,158.22348022460938,0.006528703961521387,1,-1
257,<class 'cv2.KeyPoint'>,"(146.21310424804688, 277.5179748535156)",7.03462553024292,341.91229248046875,0.006528703961521387,1,-1
258,<class 'cv2.KeyPoint'>,"(147.1665802001953, 294.5837707519531)",9.705467224121094,88.90240478515625,0.007981440052390099,3,-1
259,<class 'cv2.KeyPoint'>,"(147.44667053222656, 680.2301025390625)",8.085113525390625,332.011962890625,0.014901712536811829,2,-1
260,<class 'cv2.KeyPoint'>,"(147.84291076660156, 668.89404296875)",6.3183722496032715,90.787353515625,0.008661424741148949,5,-1
261,<class 'cv2.KeyPoint'>,"(148.09194946289062, 378.346435546875)",8.93889331817627,346.8440246582031,0.01306911651045084,2,-1
262,<class 'cv2.KeyPoint'>,"(148.68492126464844, 103.98048400878906)",6.27802038192749,239.53688049316406,0.007400653325021267,5,-1
263,<class 'cv2.KeyPoint'>,"(148.68492126464844, 103.98048400878906)",6.27802038192749,301.75872802734375,0.007400653325021267,5,-1
264,<class 'cv2.KeyPoint'>,"(149.3994903564453, 350.3821105957031)",8.659388542175293,172.70230102539062,0.008637212216854095,2,-1
265,<class 'cv2.KeyPoint'>,"(150.06378173828125, 19.53805160522461)",7.495643615722656,311.8076477050781,0.00851728767156601,1,-1
266,<class 'cv2.KeyPoint'>,"(150.47373962402344, 206.14649963378906)",7.112393379211426,84.62033081054688,0.006308500189334154,1,-1
267,<class 'cv2.KeyPoint'>,"(150.73512268066406, 389.47064208984375)",7.468530178070068,345.0256652832031,0.014637746848165989,1,-1
268,<class 'cv2.KeyPoint'>,"(151.0915069580078, 692.89013671875)",5.9521708488464355,0.544281005859375,0.01477519515901804,4,-1
269,<class 'cv2.KeyPoint'>,"(151.0915069580078, 692.89013671875)",5.9521708488464355,179.48382568359375,0.01477519515901804,4,-1
270,<class 'cv2.KeyPoint'>,"(151.15121459960938, 76.96145629882812)",6.615708351135254,139.89645385742188,0.00664362171664834,5,-1
271,<class 'cv2.KeyPoint'>,"(151.15121459960938, 76.96145629882812)",6.615708351135254,339.7269592285156,0.00664362171664834,5,-1
272,<class 'cv2.KeyPoint'>,"(151.55429077148438, 714.4690551757812)",5.42562198638916,196.84173583984375,0.009527232497930527,4,-1
273,<class 'cv2.KeyPoint'>,"(151.55429077148438, 714.4690551757812)",5.42562198638916,226.820068359375,0.009527232497930527,4,-1
274,<class 'cv2.KeyPoint'>,"(151.5901641845703, 471.76300048828125)",8.026320457458496,133.9435577392578,0.007374807260930538,2,-1
275,<class 'cv2.KeyPoint'>,"(151.5901641845703, 471.76300048828125)",8.026320457458496,169.0236053466797,0.007374807260930538,2,-1
276,<class 'cv2.KeyPoint'>,"(151.6438751220703, 452.4859313964844)",11.202357292175293,342.1607360839844,0.008138983510434628,4,-1
277,<class 'cv2.KeyPoint'>,"(153.7009735107422, 334.0397644042969)",16.862287521362305,186.95809936523438,0.010676054283976555,2,-1
278,<class 'cv2.KeyPoint'>,"(153.7009735107422, 334.0397644042969)",16.862287521362305,324.24237060546875,0.010676054283976555,2,-1
279,<class 'cv2.KeyPoint'>,"(154.5977783203125, 196.83700561523438)",7.042473793029785,348.9581604003906,0.007409262005239725,1,-1
280,<class 'cv2.KeyPoint'>,"(155.04684448242188, 34.46598434448242)",14.067313194274902,197.935791015625,0.008607319556176662,1,-1
281,<class 'cv2.KeyPoint'>,"(155.13287353515625, 255.33119201660156)",6.43850564956665,244.51844787597656,0.00615702522918582,5,-1
282,<class 'cv2.KeyPoint'>,"(155.57815551757812, 684.2157592773438)",5.153773307800293,1.4324951171875,0.013017924502491951,3,-1
283,<class 'cv2.KeyPoint'>,"(155.57815551757812, 684.2157592773438)",5.153773307800293,184.9649200439453,0.013017924502491951,3,-1
284,<class 'cv2.KeyPoint'>,"(156.33299255371094, 277.16900634765625)",6.1345086097717285,341.2804870605469,0.006476355250924826,5,-1
285,<class 'cv2.KeyPoint'>,"(156.53318786621094, 406.0409851074219)",8.161269187927246,330.98486328125,0.009553523734211922,2,-1
286,<class 'cv2.KeyPoint'>,"(156.65060424804688, 674.6677856445312)",33.95736312866211,61.2755126953125,0.015108926221728325,2,-1
287,<class 'cv2.KeyPoint'>,"(156.65060424804688, 674.6677856445312)",33.95736312866211,220.71229553222656,0.015108926221728325,2,-1
288,<class 'cv2.KeyPoint'>,"(157.00401306152344, 729.7859497070312)",17.927350997924805,190.387451171875,0.010406487621366978,2,-1
289,<class 'cv2.KeyPoint'>,"(158.96290588378906, 693.7344970703125)",5.437734127044678,182.34024047851562,0.012154918164014816,4,-1
290,<class 'cv2.KeyPoint'>,"(159.35317993164062, 345.7879638671875)",6.40701150894165,97.44387817382812,0.009247810579836369,5,-1
291,<class 'cv2.KeyPoint'>,"(159.35317993164062, 345.7879638671875)",6.40701150894165,329.52020263671875,0.009247810579836369,5,-1
292,<class 'cv2.KeyPoint'>,"(161.94503784179688, 83.67174530029297)",7.924473762512207,251.17124938964844,0.006115447264164686,2,-1
293,<class 'cv2.KeyPoint'>,"(161.94503784179688, 83.67174530029297)",7.924473762512207,292.94439697265625,0.006115447264164686,2,-1
294,<class 'cv2.KeyPoint'>,"(161.95166015625, 107.75657653808594)",6.273929595947266,235.96707153320312,0.006797309964895248,5,-1
295,<class 'cv2.KeyPoint'>,"(162.1078643798828, 271.2876892089844)",5.949480056762695,144.23129272460938,0.006474086083471775,4,-1
296,<class 'cv2.KeyPoint'>,"(162.94256591796875, 513.1952514648438)",9.347525596618652,210.82655334472656,0.006263118702918291,3,-1
297,<class 'cv2.KeyPoint'>,"(162.94256591796875, 513.1952514648438)",9.347525596618652,295.9324035644531,0.006263118702918291,3,-1
298,<class 'cv2.KeyPoint'>,"(163.1857452392578, 661.9738159179688)",8.277771949768066,67.35186767578125,0.008924152702093124,2,-1
299,<class 'cv2.KeyPoint'>,"(163.5304412841797, 526.8043823242188)",5.149570941925049,166.3643798828125,0.00631546787917614,3,-1
300,<class 'cv2.KeyPoint'>,"(163.61917114257812, 323.5660400390625)",8.157233238220215,299.479736328125,0.00957759004086256,2,-1
301,<class 'cv2.KeyPoint'>,"(164.4951629638672, 125.90032958984375)",6.276856899261475,57.57562255859375,0.006101828068494797,5,-1
302,<class 'cv2.KeyPoint'>,"(165.00767517089844, 335.8926086425781)",9.232327461242676,303.5754089355469,0.014487151056528091,3,-1
303,<class 'cv2.KeyPoint'>,"(165.0410614013672, 461.395263671875)",5.57092809677124,338.39239501953125,0.009358917362987995,4,-1
304,<class 'cv2.KeyPoint'>,"(166.89581298828125, 10.994455337524414)",6.054079055786133,211.7139434814453,0.009940714575350285,5,-1
305,<class 'cv2.KeyPoint'>,"(167.769775390625, 650.27197265625)",7.263367652893066,58.52655029296875,0.01032860204577446,1,-1
306,<class 'cv2.KeyPoint'>,"(167.8163604736328, 446.44775390625)",9.182613372802734,342.473876953125,0.014019700698554516,3,-1
307,<class 'cv2.KeyPoint'>,"(168.06048583984375, 471.6647033691406)",7.080782413482666,343.9598083496094,0.006520654074847698,1,-1
308,<class 'cv2.KeyPoint'>,"(169.8408966064453, 364.3273010253906)",7.186594486236572,273.44122314453125,0.006167343817651272,1,-1
309,<class 'cv2.KeyPoint'>,"(170.14801025390625, 532.4904174804688)",23.91558837890625,328.20660400390625,0.008650201372802258,5,-1
310,<class 'cv2.KeyPoint'>,"(171.29518127441406, 423.6802978515625)",9.750823020935059,120.85763549804688,0.009741884656250477,3,-1
311,<class 'cv2.KeyPoint'>,"(171.29518127441406, 423.6802978515625)",9.750823020935059,220.8560791015625,0.009741884656250477,3,-1
312,<class 'cv2.KeyPoint'>,"(171.4442596435547, 683.7487182617188)",5.036118507385254,198.34335327148438,0.006609050557017326,3,-1
313,<class 'cv2.KeyPoint'>,"(171.7410125732422, 506.3241271972656)",6.015853404998779,305.6381530761719,0.00615299167111516,5,-1
314,<class 'cv2.KeyPoint'>,"(174.25595092773438, 90.1981201171875)",6.716195106506348,339.1903381347656,0.006757678929716349,5,-1
315,<class 'cv2.KeyPoint'>,"(174.32276916503906, 28.471824645996094)",7.891726016998291,173.46649169921875,0.008206501603126526,2,-1
316,<class 'cv2.KeyPoint'>,"(176.3379364013672, 227.02841186523438)",6.433187007904053,330.0396728515625,0.0061989896930754185,5,-1
317,<class 'cv2.KeyPoint'>,"(177.0233612060547, 103.462646484375)",6.5485124588012695,333.30096435546875,0.007268114481121302,5,-1
318,<class 'cv2.KeyPoint'>,"(177.107421875, 19.950525283813477)",18.692180633544922,337.75140380859375,0.007248318754136562,3,-1
319,<class 'cv2.KeyPoint'>,"(177.46649169921875, 474.0539855957031)",7.3571085929870605,191.4600372314453,0.011807157658040524,1,-1
320,<class 'cv2.KeyPoint'>,"(177.46649169921875, 474.0539855957031)",7.3571085929870605,340.4842834472656,0.011807157658040524,1,-1
321,<class 'cv2.KeyPoint'>,"(177.90847778320312, 325.80230712890625)",21.732894897460938,160.293212890625,0.009583970531821251,4,-1
322,<class 'cv2.KeyPoint'>,"(177.90847778320312, 325.80230712890625)",21.732894897460938,328.1964416503906,0.009583970531821251,4,-1
323,<class 'cv2.KeyPoint'>,"(179.3399200439453, 267.8594970703125)",6.936403751373291,310.7944030761719,0.006538746412843466,1,-1
324,<class 'cv2.KeyPoint'>,"(181.9907989501953, 283.0544128417969)",6.391758441925049,130.97152709960938,0.007370630279183388,5,-1
325,<class 'cv2.KeyPoint'>,"(181.9907989501953, 283.0544128417969)",6.391758441925049,357.5470886230469,0.007370630279183388,5,-1
326,<class 'cv2.KeyPoint'>,"(182.8743896484375, 404.8603515625)",8.492103576660156,198.70196533203125,0.0062741609290242195,2,-1
327,<class 'cv2.KeyPoint'>,"(182.8743896484375, 404.8603515625)",8.492103576660156,323.7796325683594,0.0062741609290242195,2,-1
328,<class 'cv2.KeyPoint'>,"(182.99591064453125, 207.249755859375)",14.862152099609375,208.62869262695312,0.008273079991340637,1,-1
329,<class 'cv2.KeyPoint'>,"(183.13270568847656, 121.90538787841797)",9.78226089477539,344.41448974609375,0.0071108173578977585,3,-1
330,<class 'cv2.KeyPoint'>,"(183.21583557128906, 642.269775390625)",11.153410911560059,67.32479858398438,0.011339347809553146,4,-1
331,<class 'cv2.KeyPoint'>,"(185.75723266601562, 17.975337982177734)",7.018109321594238,338.3232421875,0.007934749126434326,1,-1
332,<class 'cv2.KeyPoint'>,"(187.99337768554688, 358.5449523925781)",11.054259300231934,255.8641357421875,0.010413727723062038,4,-1
333,<class 'cv2.KeyPoint'>,"(189.17942810058594, 477.0461730957031)",8.976994514465332,196.93634033203125,0.008599696680903435,2,-1
334,<class 'cv2.KeyPoint'>,"(189.17942810058594, 477.0461730957031)",8.976994514465332,320.8707580566406,0.008599696680903435,2,-1
335,<class 'cv2.KeyPoint'>,"(189.2019500732422, 176.42501831054688)",5.80318546295166,280.09478759765625,0.007431563921272755,4,-1
336,<class 'cv2.KeyPoint'>,"(190.14642333984375, 189.5880889892578)",10.610093116760254,123.71798706054688,0.010337754152715206,4,-1
337,<class 'cv2.KeyPoint'>,"(192.83961486816406, 402.8367919921875)",5.864866733551025,152.28956604003906,0.007245703134685755,4,-1
338,<class 'cv2.KeyPoint'>,"(192.83961486816406, 402.8367919921875)",5.864866733551025,335.88201904296875,0.007245703134685755,4,-1
339,<class 'cv2.KeyPoint'>,"(195.80592346191406, 527.9681396484375)",8.350430488586426,324.7333679199219,0.01203997153788805,2,-1
340,<class 'cv2.KeyPoint'>,"(195.90618896484375, 220.3125457763672)",7.517789363861084,209.6260528564453,0.0070158326998353004,1,-1
341,<class 'cv2.KeyPoint'>,"(196.45413208007812, 153.770751953125)",6.168194770812988,56.957427978515625,0.007027370389550924,5,-1
342,<class 'cv2.KeyPoint'>,"(196.66656494140625, 326.0516357421875)",6.792788028717041,160.62391662597656,0.00658369529992342,5,-1
343,<class 'cv2.KeyPoint'>,"(196.66656494140625, 326.0516357421875)",6.792788028717041,197.03094482421875,0.00658369529992342,5,-1
344,<class 'cv2.KeyPoint'>,"(197.35240173339844, 54.13316345214844)",12.767670631408691,357.271240234375,0.013101627118885517,5,-1
345,<class 'cv2.KeyPoint'>,"(198.52630615234375, 126.13167572021484)",9.93466854095459,351.76141357421875,0.007153795566409826,3,-1
346,<class 'cv2.KeyPoint'>,"(198.7145538330078, 521.5816650390625)",21.098003387451172,331.29754638671875,0.009765548631548882,4,-1
347,<class 'cv2.KeyPoint'>,"(199.8993682861328, 163.96812438964844)",8.326982498168945,50.0660400390625,0.009774169884622097,2,-1
348,<class 'cv2.KeyPoint'>,"(199.92637634277344, 354.63580322265625)",7.517806529998779,342.9656677246094,0.008377216756343842,1,-1
349,<class 'cv2.KeyPoint'>,"(200.2659454345703, 429.6463928222656)",30.4730167388916,6.35296630859375,0.009263463318347931,1,-1
350,<class 'cv2.KeyPoint'>,"(200.38124084472656, 396.6485290527344)",7.118659973144531,317.3558349609375,0.009314979426562786,1,-1
351,<class 'cv2.KeyPoint'>,"(201.3443603515625, 292.7273864746094)",14.689059257507324,143.45765686035156,0.006309108342975378,1,-1
352,<class 'cv2.KeyPoint'>,"(201.5913543701172, 294.0975646972656)",13.412948608398438,155.03761291503906,0.006448478903621435,5,-1
353,<class 'cv2.KeyPoint'>,"(201.63394165039062, 520.9300537109375)",5.776357173919678,142.5588836669922,0.00934419222176075,4,-1
354,<class 'cv2.KeyPoint'>,"(202.35389709472656, 237.63841247558594)",7.0628981590271,142.01072692871094,0.007360033690929413,1,-1
355,<class 'cv2.KeyPoint'>,"(205.94332885742188, 83.48573303222656)",31.010427474975586,206.7126007080078,0.009428613819181919,1,-1
356,<class 'cv2.KeyPoint'>,"(206.32791137695312, 172.93882751464844)",6.775315284729004,237.40255737304688,0.006808195263147354,5,-1
357,<class 'cv2.KeyPoint'>,"(207.2157440185547, 312.8869934082031)",8.585238456726074,321.1166076660156,0.007851854898035526,2,-1
358,<class 'cv2.KeyPoint'>,"(210.56890869140625, 50.2383918762207)",8.142699241638184,352.8797607421875,0.01022446807473898,2,-1
359,<class 'cv2.KeyPoint'>,"(211.37139892578125, 524.0761108398438)",7.708461761474609,241.04019165039062,0.006144664250314236,1,-1
360,<class 'cv2.KeyPoint'>,"(212.58741760253906, 629.3538818359375)",6.161372184753418,52.732940673828125,0.0116619523614645,5,-1
361,<class 'cv2.KeyPoint'>,"(215.55889892578125, 535.4019775390625)",10.609199523925781,230.76585388183594,0.007274444214999676,4,-1
362,<class 'cv2.KeyPoint'>,"(215.7420196533203, 395.014404296875)",111.55284881591797,183.13478088378906,0.008063706569373608,1,-1
363,<class 'cv2.KeyPoint'>,"(216.15011596679688, 515.3401489257812)",5.85840368270874,168.99765014648438,0.0068121920339763165,4,-1
364,<class 'cv2.KeyPoint'>,"(217.403076171875, 290.3016357421875)",9.112038612365723,164.7000274658203,0.006359091494232416,3,-1
365,<class 'cv2.KeyPoint'>,"(218.02789306640625, 328.7252197265625)",29.041330337524414,68.99227905273438,0.006677134893834591,1,-1
366,<class 'cv2.KeyPoint'>,"(218.74441528320312, 645.6871948242188)",13.123321533203125,260.0594177246094,0.01034780777990818,5,-1
367,<class 'cv2.KeyPoint'>,"(219.46524047851562, 438.9689025878906)",5.6378493309021,14.119537353515625,0.006029359996318817,4,-1
368,<class 'cv2.KeyPoint'>,"(219.7616424560547, 247.33221435546875)",11.21739673614502,179.77957153320312,0.0066359383054077625,4,-1
369,<class 'cv2.KeyPoint'>,"(220.60244750976562, 206.8036651611328)",9.851618766784668,227.1948699951172,0.006494520697742701,3,-1
370,<class 'cv2.KeyPoint'>,"(220.60244750976562, 206.8036651611328)",9.851618766784668,312.67626953125,0.006494520697742701,3,-1
371,<class 'cv2.KeyPoint'>,"(221.20089721679688, 119.87727355957031)",7.222087383270264,274.3360900878906,0.006890655029565096,1,-1
372,<class 'cv2.KeyPoint'>,"(224.1395263671875, 184.34837341308594)",8.96252727508545,244.8740997314453,0.0081020537763834,2,-1
373,<class 'cv2.KeyPoint'>,"(224.330322265625, 634.8377075195312)",31.212522506713867,61.5863037109375,0.016376731917262077,1,-1
374,<class 'cv2.KeyPoint'>,"(224.40785217285156, 358.4227600097656)",8.51158618927002,37.22149658203125,0.01029231958091259,2,-1
375,<class 'cv2.KeyPoint'>,"(224.40785217285156, 358.4227600097656)",8.51158618927002,99.6190185546875,0.01029231958091259,2,-1
376,<class 'cv2.KeyPoint'>,"(225.64019775390625, 87.26126861572266)",8.149258613586426,171.8594207763672,0.0070609962567687035,2,-1
377,<class 'cv2.KeyPoint'>,"(225.64019775390625, 87.26126861572266)",8.149258613586426,218.2796630859375,0.0070609962567687035,2,-1
378,<class 'cv2.KeyPoint'>,"(225.8209991455078, 527.1948852539062)",6.1109938621521,131.91017150878906,0.00787137821316719,5,-1
379,<class 'cv2.KeyPoint'>,"(225.8209991455078, 527.1948852539062)",6.1109938621521,284.1581726074219,0.00787137821316719,5,-1
380,<class 'cv2.KeyPoint'>,"(227.7754364013672, 435.4926452636719)",6.928554534912109,4.98406982421875,0.009515282697975636,1,-1
381,<class 'cv2.KeyPoint'>,"(227.7754364013672, 435.4926452636719)",6.928554534912109,37.0223388671875,0.009515282697975636,1,-1
382,<class 'cv2.KeyPoint'>,"(230.8922576904297, 98.76829528808594)",8.608180046081543,216.7927703857422,0.0074091884307563305,2,-1
383,<class 'cv2.KeyPoint'>,"(232.33497619628906, 329.0271301269531)",10.574491500854492,8.989501953125,0.008179882541298866,4,-1
384,<class 'cv2.KeyPoint'>,"(232.45455932617188, 16.693662643432617)",10.834181785583496,178.43112182617188,0.007406323216855526,4,-1
385,<class 'cv2.KeyPoint'>,"(232.5205535888672, 75.54170989990234)",8.952144622802734,174.6671142578125,0.00965900532901287,2,-1
386,<class 'cv2.KeyPoint'>,"(234.52491760253906, 101.89691925048828)",13.563522338867188,203.1954803466797,0.0077915312722325325,5,-1
387,<class 'cv2.KeyPoint'>,"(234.603515625, 509.1366271972656)",25.28631019592285,249.15695190429688,0.006308102980256081,5,-1
388,<class 'cv2.KeyPoint'>,"(235.33697509765625, 394.76190185546875)",13.366564750671387,253.46018981933594,0.01050144899636507,5,-1
389,<class 'cv2.KeyPoint'>,"(235.684814453125, 515.6396484375)",10.171780586242676,342.5322570800781,0.009076901711523533,3,-1
390,<class 'cv2.KeyPoint'>,"(236.80078125, 444.7958068847656)",9.80349349975586,204.09228515625,0.008554616011679173,3,-1
391,<class 'cv2.KeyPoint'>,"(237.30279541015625, 175.55111694335938)",8.838968276977539,247.16055297851562,0.006471531465649605,2,-1
392,<class 'cv2.KeyPoint'>,"(237.30279541015625, 175.55111694335938)",8.838968276977539,297.631103515625,0.006471531465649605,2,-1
393,<class 'cv2.KeyPoint'>,"(239.06578063964844, 247.82191467285156)",12.494701385498047,340.3526916503906,0.006164145190268755,5,-1
394,<class 'cv2.KeyPoint'>,"(240.28501892089844, 535.0257568359375)",6.014922618865967,344.6291809082031,0.007022755686193705,5,-1
395,<class 'cv2.KeyPoint'>,"(240.75814819335938, 54.60281753540039)",10.182780265808105,192.69921875,0.007048092782497406,3,-1
396,<class 'cv2.KeyPoint'>,"(243.0391387939453, 35.2138786315918)",10.751696586608887,117.42947387695312,0.006328903138637543,4,-1
397,<class 'cv2.KeyPoint'>,"(243.05368041992188, 371.74627685546875)",21.130300521850586,183.45999145507812,0.010880593210458755,4,-1
398,<class 'cv2.KeyPoint'>,"(243.05368041992188, 371.74627685546875)",21.130300521850586,208.5703582763672,0.010880593210458755,4,-1
399,<class 'cv2.KeyPoint'>,"(243.1687774658203, 425.1617736816406)",25.373210906982422,166.38330078125,0.011983568780124187,5,-1
400,<class 'cv2.KeyPoint'>,"(243.942626953125, 479.4729919433594)",7.085064888000488,255.76861572265625,0.006769450381398201,1,-1
401,<class 'cv2.KeyPoint'>,"(245.63235473632812, 492.0987854003906)",9.939098358154297,242.90603637695312,0.009302612394094467,3,-1
402,<class 'cv2.KeyPoint'>,"(247.18228149414062, 512.606689453125)",5.98669958114624,332.3961486816406,0.006847734563052654,5,-1
