imgnum,ratio
1182,0.8541666666666666
1335,0.8541666666666666
1401,0.8541666666666666
1404,0.8541666666666666
1506,0.8541666666666666
216,0.8472222222222222
251,0.8472222222222222
285,0.8472222222222222
287,0.8472222222222222
341,0.8472222222222222
382,0.8472222222222222
522,0.8472222222222222
566,0.8472222222222222
751,0.8472222222222222
1352,0.8472222222222222
1482,0.8472222222222222
16,0.8402777777777778
138,0.8402777777777778
201,0.8402777777777778
307,0.8402777777777778
405,0.8402777777777778
412,0.8402777777777778
516,0.8402777777777778
553,0.8402777777777778
681,0.8402777777777778
1247,0.8402777777777778
177,0.8333333333333334
246,0.8333333333333334
379,0.8333333333333334
395,0.8333333333333334
531,0.8333333333333334
750,0.8333333333333334
851,0.8333333333333334
862,0.8333333333333334
1256,0.8333333333333334
1266,0.8333333333333334
1345,0.8333333333333334
1402,0.8333333333333334
1406,0.8333333333333334
1512,0.8333333333333334
27,0.8263888888888888
214,0.8263888888888888
311,0.8263888888888888
319,0.8263888888888888
364,0.8263888888888888
648,0.8263888888888888
1274,0.8263888888888888
1327,0.8263888888888888
1467,0.8263888888888888
1481,0.8263888888888888
91,0.8194444444444444
180,0.8194444444444444
215,0.8194444444444444
365,0.8194444444444444
391,0.8194444444444444
417,0.8194444444444444
548,0.8194444444444444
618,0.8194444444444444
654,0.8194444444444444
722,0.8194444444444444
896,0.8194444444444444
999,0.8194444444444444
1271,0.8194444444444444
1275,0.8194444444444444
1384,0.8194444444444444
1385,0.8194444444444444
1542,0.8194444444444444
259,0.8125
282,0.8125
294,0.8125
429,0.8125
547,0.8125
625,0.8125
627,0.8125
939,0.8125
992,0.8125
1087,0.8125
1221,0.8125
1239,0.8125
1400,0.8125
1490,0.8125
92,0.8055555555555556
206,0.8055555555555556
351,0.8055555555555556
451,0.8055555555555556
1191,0.8055555555555556
1446,0.8055555555555556
1458,0.8055555555555556
1508,0.8055555555555556
1520,0.8055555555555556
1593,0.8055555555555556
183,0.7986111111111112
213,0.7986111111111112
286,0.7986111111111112
329,0.7986111111111112
343,0.7986111111111112
363,0.7986111111111112
415,0.7986111111111112
590,0.7986111111111112
674,0.7986111111111112
713,0.7986111111111112
1339,0.7986111111111112
1438,0.7986111111111112
1523,0.7986111111111112
1528,0.7986111111111112
1546,0.7986111111111112
1577,0.7986111111111112
1592,0.7986111111111112
1598,0.7986111111111112
248,0.7916666666666666
252,0.7916666666666666
347,0.7916666666666666
400,0.7916666666666666
404,0.7916666666666666
628,0.7916666666666666
637,0.7916666666666666
763,0.7916666666666666
783,0.7916666666666666
822,0.7916666666666666
1162,0.7916666666666666
1442,0.7916666666666666
1487,0.7916666666666666
102,0.7847222222222222
249,0.7847222222222222
510,0.7847222222222222
699,0.7847222222222222
767,0.7847222222222222
1000,0.7847222222222222
1001,0.7847222222222222
21,0.7777777777777778
28,0.7777777777777778
193,0.7777777777777778
210,0.7777777777777778
273,0.7777777777777778
355,0.7777777777777778
421,0.7777777777777778
471,0.7777777777777778
677,0.7777777777777778
714,0.7777777777777778
811,0.7777777777777778
893,0.7777777777777778
1383,0.7777777777777778
212,0.7708333333333334
227,0.7708333333333334
237,0.7708333333333334
261,0.7708333333333334
269,0.7708333333333334
272,0.7708333333333334
304,0.7708333333333334
349,0.7708333333333334
568,0.7708333333333334
584,0.7708333333333334
601,0.7708333333333334
612,0.7708333333333334
982,0.7708333333333334
1181,0.7708333333333334
240,0.7638888888888888
334,0.7638888888888888
411,0.7638888888888888
494,0.7638888888888888
603,0.7638888888888888
890,0.7638888888888888
960,0.7638888888888888
1268,0.7638888888888888
1272,0.7638888888888888
1424,0.7638888888888888
1466,0.7638888888888888
1509,0.7638888888888888
15,0.7569444444444444
95,0.7569444444444444
132,0.7569444444444444
280,0.7569444444444444
288,0.7569444444444444
340,0.7569444444444444
431,0.7569444444444444
492,0.7569444444444444
540,0.7569444444444444
646,0.7569444444444444
651,0.7569444444444444
715,0.7569444444444444
757,0.7569444444444444
895,0.7569444444444444
981,0.7569444444444444
1072,0.7569444444444444
1261,0.7569444444444444
1426,0.7569444444444444
1537,0.7569444444444444
1556,0.7569444444444444
94,0.75
129,0.75
369,0.75
409,0.75
579,0.75
592,0.75
741,0.75
742,0.75
758,0.75
984,0.75
1192,0.75
1223,0.75
1361,0.75
1535,0.75
1547,0.75
58,0.7430555555555556
107,0.7430555555555556
195,0.7430555555555556
225,0.7430555555555556
352,0.7430555555555556
380,0.7430555555555556
520,0.7430555555555556
552,0.7430555555555556
676,0.7430555555555556
752,0.7430555555555556
846,0.7430555555555556
864,0.7430555555555556
1007,0.7430555555555556
1264,0.7430555555555556
1441,0.7430555555555556
1530,0.7430555555555556
1538,0.7430555555555556
1596,0.7430555555555556
19,0.7361111111111112
72,0.7361111111111112
242,0.7361111111111112
260,0.7361111111111112
284,0.7361111111111112
344,0.7361111111111112
346,0.7361111111111112
402,0.7361111111111112
423,0.7361111111111112
595,0.7361111111111112
756,0.7361111111111112
855,0.7361111111111112
959,0.7361111111111112
1034,0.7361111111111112
1187,0.7361111111111112
1297,0.7361111111111112
1367,0.7361111111111112
1380,0.7361111111111112
1580,0.7361111111111112
140,0.7291666666666666
149,0.7291666666666666
270,0.7291666666666666
306,0.7291666666666666
432,0.7291666666666666
581,0.7291666666666666
761,0.7291666666666666
813,0.7291666666666666
1334,0.7291666666666666
1354,0.7291666666666666
1437,0.7291666666666666
1468,0.7291666666666666
1473,0.7291666666666666
1517,0.7291666666666666
10,0.7222222222222222
176,0.7222222222222222
208,0.7222222222222222
266,0.7222222222222222
275,0.7222222222222222
389,0.7222222222222222
889,0.7222222222222222
894,0.7222222222222222
917,0.7222222222222222
938,0.7222222222222222
1027,0.7222222222222222
1036,0.7222222222222222
1156,0.7222222222222222
1529,0.7222222222222222
1567,0.7222222222222222
99,0.7152777777777778
100,0.7152777777777778
229,0.7152777777777778
235,0.7152777777777778
381,0.7152777777777778
465,0.7152777777777778
1131,0.7152777777777778
1413,0.7152777777777778
1455,0.7152777777777778
23,0.7083333333333334
48,0.7083333333333334
79,0.7083333333333334
131,0.7083333333333334
255,0.7083333333333334
318,0.7083333333333334
324,0.7083333333333334
455,0.7083333333333334
500,0.7083333333333334
508,0.7083333333333334
690,0.7083333333333334
721,0.7083333333333334
776,0.7083333333333334
777,0.7083333333333334
940,0.7083333333333334
990,0.7083333333333334
1100,0.7083333333333334
1299,0.7083333333333334
1408,0.7083333333333334
1548,0.7083333333333334
137,0.7013888888888888
226,0.7013888888888888
267,0.7013888888888888
358,0.7013888888888888
366,0.7013888888888888
479,0.7013888888888888
788,0.7013888888888888
801,0.7013888888888888
1039,0.7013888888888888
1362,0.7013888888888888
24,0.6944444444444444
29,0.6944444444444444
108,0.6944444444444444
295,0.6944444444444444
316,0.6944444444444444
326,0.6944444444444444
401,0.6944444444444444
420,0.6944444444444444
602,0.6944444444444444
643,0.6944444444444444
775,0.6944444444444444
1281,0.6944444444444444
1350,0.6944444444444444
1453,0.6944444444444444
1557,0.6944444444444444
1566,0.6944444444444444
1576,0.6944444444444444
20,0.6875
130,0.6875
217,0.6875
292,0.6875
396,0.6875
403,0.6875
419,0.6875
445,0.6875
748,0.6875
759,0.6875
820,0.6875
848,0.6875
892,0.6875
1012,0.6875
1025,0.6875
1396,0.6875
1549,0.6875
205,0.6805555555555556
303,0.6805555555555556
336,0.6805555555555556
424,0.6805555555555556
523,0.6805555555555556
532,0.6805555555555556
600,0.6805555555555556
633,0.6805555555555556
688,0.6805555555555556
815,0.6805555555555556
1097,0.6805555555555556
1294,0.6805555555555556
1499,0.6805555555555556
77,0.6736111111111112
196,0.6736111111111112
234,0.6736111111111112
354,0.6736111111111112
360,0.6736111111111112
394,0.6736111111111112
413,0.6736111111111112
580,0.6736111111111112
641,0.6736111111111112
689,0.6736111111111112
733,0.6736111111111112
772,0.6736111111111112
897,0.6736111111111112
1057,0.6736111111111112
1286,0.6736111111111112
22,0.6666666666666666
39,0.6666666666666666
156,0.6666666666666666
230,0.6666666666666666
243,0.6666666666666666
299,0.6666666666666666
441,0.6666666666666666
448,0.6666666666666666
573,0.6666666666666666
650,0.6666666666666666
704,0.6666666666666666
719,0.6666666666666666
729,0.6666666666666666
937,0.6666666666666666
1158,0.6666666666666666
1314,0.6666666666666666
1317,0.6666666666666666
1364,0.6666666666666666
1443,0.6666666666666666
1514,0.6666666666666666
1533,0.6666666666666666
1552,0.6666666666666666
105,0.6597222222222222
111,0.6597222222222222
291,0.6597222222222222
298,0.6597222222222222
370,0.6597222222222222
446,0.6597222222222222
498,0.6597222222222222
511,0.6597222222222222
614,0.6597222222222222
880,0.6597222222222222
1226,0.6597222222222222
1398,0.6597222222222222
1448,0.6597222222222222
1465,0.6597222222222222
31,0.6527777777777778
37,0.6527777777777778
93,0.6527777777777778
313,0.6527777777777778
378,0.6527777777777778
519,0.6527777777777778
731,0.6527777777777778
785,0.6527777777777778
839,0.6527777777777778
863,0.6527777777777778
1010,0.6527777777777778
1203,0.6527777777777778
1524,0.6527777777777778
1536,0.6527777777777778
1591,0.6527777777777778
25,0.6458333333333334
46,0.6458333333333334
86,0.6458333333333334
96,0.6458333333333334
187,0.6458333333333334
277,0.6458333333333334
372,0.6458333333333334
437,0.6458333333333334
528,0.6458333333333334
567,0.6458333333333334
653,0.6458333333333334
702,0.6458333333333334
854,0.6458333333333334
918,0.6458333333333334
929,0.6458333333333334
1006,0.6458333333333334
1056,0.6458333333333334
1135,0.6458333333333334
1300,0.6458333333333334
1386,0.6458333333333334
1594,0.6458333333333334
1595,0.6458333333333334
263,0.6388888888888888
320,0.6388888888888888
321,0.6388888888888888
350,0.6388888888888888
462,0.6388888888888888
575,0.6388888888888888
649,0.6388888888888888
732,0.6388888888888888
747,0.6388888888888888
849,0.6388888888888888
902,0.6388888888888888
914,0.6388888888888888
1122,0.6388888888888888
1340,0.6388888888888888
1347,0.6388888888888888
1478,0.6388888888888888
150,0.6319444444444444
188,0.6319444444444444
281,0.6319444444444444
322,0.6319444444444444
452,0.6319444444444444
490,0.6319444444444444
598,0.6319444444444444
608,0.6319444444444444
691,0.6319444444444444
720,0.6319444444444444
806,0.6319444444444444
998,0.6319444444444444
1176,0.6319444444444444
1500,0.6319444444444444
2,0.625
36,0.625
106,0.625
125,0.625
228,0.625
399,0.625
530,0.625
593,0.625
717,0.625
744,0.625
791,0.625
1038,0.625
1217,0.625
1258,0.625
1287,0.625
1293,0.625
1522,0.625
1540,0.625
1550,0.625
186,0.6180555555555556
211,0.6180555555555556
222,0.6180555555555556
375,0.6180555555555556
591,0.6180555555555556
620,0.6180555555555556
667,0.6180555555555556
680,0.6180555555555556
995,0.6180555555555556
1084,0.6180555555555556
1366,0.6180555555555556
1381,0.6180555555555556
1394,0.6180555555555556
1432,0.6180555555555556
1480,0.6180555555555556
34,0.6111111111111112
84,0.6111111111111112
493,0.6111111111111112
574,0.6111111111111112
597,0.6111111111111112
617,0.6111111111111112
818,0.6111111111111112
955,0.6111111111111112
1043,0.6111111111111112
1093,0.6111111111111112
1113,0.6111111111111112
1121,0.6111111111111112
1153,0.6111111111111112
1219,0.6111111111111112
1477,0.6111111111111112
35,0.6041666666666666
406,0.6041666666666666
434,0.6041666666666666
496,0.6041666666666666
525,0.6041666666666666
542,0.6041666666666666
727,0.6041666666666666
816,0.6041666666666666
886,0.6041666666666666
1009,0.6041666666666666
1232,0.6041666666666666
1337,0.6041666666666666
1370,0.6041666666666666
1372,0.6041666666666666
1497,0.6041666666666666
1555,0.6041666666666666
262,0.5972222222222222
449,0.5972222222222222
488,0.5972222222222222
503,0.5972222222222222
539,0.5972222222222222
551,0.5972222222222222
725,0.5972222222222222
760,0.5972222222222222
825,0.5972222222222222
837,0.5972222222222222
867,0.5972222222222222
1101,0.5972222222222222
1132,0.5972222222222222
1154,0.5972222222222222
1260,0.5972222222222222
1344,0.5972222222222222
1479,0.5972222222222222
1565,0.5972222222222222
33,0.5902777777777778
97,0.5902777777777778
253,0.5902777777777778
387,0.5902777777777778
535,0.5902777777777778
578,0.5902777777777778
634,0.5902777777777778
639,0.5902777777777778
663,0.5902777777777778
774,0.5902777777777778
798,0.5902777777777778
923,0.5902777777777778
1054,0.5902777777777778
1169,0.5902777777777778
1363,0.5902777777777778
40,0.5833333333333334
276,0.5833333333333334
333,0.5833333333333334
504,0.5833333333333334
565,0.5833333333333334
588,0.5833333333333334
665,0.5833333333333334
844,0.5833333333333334
865,0.5833333333333334
891,0.5833333333333334
898,0.5833333333333334
1080,0.5833333333333334
1138,0.5833333333333334
1199,0.5833333333333334
1238,0.5833333333333334
1276,0.5833333333333334
1289,0.5833333333333334
1475,0.5833333333333334
1513,0.5833333333333334
78,0.5763888888888888
241,0.5763888888888888
268,0.5763888888888888
278,0.5763888888888888
384,0.5763888888888888
459,0.5763888888888888
497,0.5763888888888888
583,0.5763888888888888
596,0.5763888888888888
629,0.5763888888888888
716,0.5763888888888888
743,0.5763888888888888
766,0.5763888888888888
781,0.5763888888888888
1019,0.5763888888888888
1075,0.5763888888888888
1220,0.5763888888888888
1476,0.5763888888888888
1496,0.5763888888888888
1551,0.5763888888888888
244,0.5694444444444444
265,0.5694444444444444
499,0.5694444444444444
507,0.5694444444444444
610,0.5694444444444444
638,0.5694444444444444
703,0.5694444444444444
821,0.5694444444444444
1004,0.5694444444444444
1195,0.5694444444444444
1246,0.5694444444444444
1306,0.5694444444444444
1310,0.5694444444444444
1582,0.5694444444444444
5,0.5625
45,0.5625
54,0.5625
181,0.5625
189,0.5625
293,0.5625
315,0.5625
439,0.5625
468,0.5625
754,0.5625
773,0.5625
834,0.5625
1110,0.5625
1164,0.5625
1202,0.5625
1204,0.5625
1233,0.5625
1240,0.5625
1574,0.5625
1597,0.5625
1600,0.5625
32,0.5555555555555556
98,0.5555555555555556
127,0.5555555555555556
139,0.5555555555555556
163,0.5555555555555556
192,0.5555555555555556
289,0.5555555555555556
353,0.5555555555555556
376,0.5555555555555556
537,0.5555555555555556
546,0.5555555555555556
576,0.5555555555555556
640,0.5555555555555556
906,0.5555555555555556
951,0.5555555555555556
1026,0.5555555555555556
1099,0.5555555555555556
1184,0.5555555555555556
1201,0.5555555555555556
1236,0.5555555555555556
1280,0.5555555555555556
1332,0.5555555555555556
1351,0.5555555555555556
1389,0.5555555555555556
1410,0.5555555555555556
1470,0.5555555555555556
1494,0.5555555555555556
73,0.5486111111111112
309,0.5486111111111112
433,0.5486111111111112
454,0.5486111111111112
464,0.5486111111111112
515,0.5486111111111112
518,0.5486111111111112
538,0.5486111111111112
586,0.5486111111111112
587,0.5486111111111112
762,0.5486111111111112
950,0.5486111111111112
994,0.5486111111111112
1149,0.5486111111111112
1415,0.5486111111111112
1417,0.5486111111111112
1420,0.5486111111111112
1430,0.5486111111111112
64,0.5416666666666666
118,0.5416666666666666
425,0.5416666666666666
458,0.5416666666666666
477,0.5416666666666666
478,0.5416666666666666
679,0.5416666666666666
708,0.5416666666666666
753,0.5416666666666666
900,0.5416666666666666
909,0.5416666666666666
920,0.5416666666666666
1115,0.5416666666666666
1205,0.5416666666666666
1313,0.5416666666666666
1330,0.5416666666666666
1341,0.5416666666666666
1349,0.5416666666666666
1491,0.5416666666666666
1495,0.5416666666666666
1504,0.5416666666666666
85,0.5347222222222222
133,0.5347222222222222
232,0.5347222222222222
239,0.5347222222222222
362,0.5347222222222222
438,0.5347222222222222
730,0.5347222222222222
769,0.5347222222222222
926,0.5347222222222222
988,0.5347222222222222
1175,0.5347222222222222
1302,0.5347222222222222
1303,0.5347222222222222
1359,0.5347222222222222
1578,0.5347222222222222
4,0.5277777777777778
385,0.5277777777777778
408,0.5277777777777778
489,0.5277777777777778
626,0.5277777777777778
764,0.5277777777777778
793,0.5277777777777778
1018,0.5277777777777778
1079,0.5277777777777778
1092,0.5277777777777778
1157,0.5277777777777778
1171,0.5277777777777778
1185,0.5277777777777778
1288,0.5277777777777778
1348,0.5277777777777778
1377,0.5277777777777778
1554,0.5277777777777778
75,0.5208333333333334
80,0.5208333333333334
175,0.5208333333333334
221,0.5208333333333334
463,0.5208333333333334
466,0.5208333333333334
543,0.5208333333333334
589,0.5208333333333334
989,0.5208333333333334
1013,0.5208333333333334
1111,0.5208333333333334
1257,0.5208333333333334
1304,0.5208333333333334
1422,0.5208333333333334
103,0.5138888888888888
231,0.5138888888888888
264,0.5138888888888888
450,0.5138888888888888
541,0.5138888888888888
544,0.5138888888888888
606,0.5138888888888888
668,0.5138888888888888
840,0.5138888888888888
1088,0.5138888888888888
1190,0.5138888888888888
1231,0.5138888888888888
1338,0.5138888888888888
1419,0.5138888888888888
1421,0.5138888888888888
1423,0.5138888888888888
1486,0.5138888888888888
153,0.5069444444444444
335,0.5069444444444444
692,0.5069444444444444
700,0.5069444444444444
947,0.5069444444444444
1035,0.5069444444444444
1166,0.5069444444444444
1186,0.5069444444444444
444,0.5
460,0.5
474,0.5
613,0.5
655,0.5
797,0.5
991,0.5
993,0.5
1081,0.5
1173,0.5
1254,0.5
1259,0.5
1319,0.5
1457,0.5
1516,0.5
223,0.4930555555555556
236,0.4930555555555556
521,0.4930555555555556
562,0.4930555555555556
616,0.4930555555555556
622,0.4930555555555556
697,0.4930555555555556
780,0.4930555555555556
1058,0.4930555555555556
1091,0.4930555555555556
1109,0.4930555555555556
1112,0.4930555555555556
1170,0.4930555555555556
1267,0.4930555555555556
1474,0.4930555555555556
1492,0.4930555555555556
55,0.4861111111111111
184,0.4861111111111111
422,0.4861111111111111
443,0.4861111111111111
526,0.4861111111111111
686,0.4861111111111111
819,0.4861111111111111
827,0.4861111111111111
933,0.4861111111111111
1011,0.4861111111111111
1068,0.4861111111111111
1082,0.4861111111111111
1090,0.4861111111111111
1102,0.4861111111111111
1193,0.4861111111111111
1225,0.4861111111111111
1295,0.4861111111111111
1418,0.4861111111111111
1434,0.4861111111111111
1539,0.4861111111111111
18,0.4791666666666667
89,0.4791666666666667
101,0.4791666666666667
279,0.4791666666666667
371,0.4791666666666667
485,0.4791666666666667
533,0.4791666666666667
549,0.4791666666666667
624,0.4791666666666667
814,0.4791666666666667
911,0.4791666666666667
1024,0.4791666666666667
1168,0.4791666666666667
1172,0.4791666666666667
1208,0.4791666666666667
1227,0.4791666666666667
1388,0.4791666666666667
1435,0.4791666666666667
1439,0.4791666666666667
1485,0.4791666666666667
60,0.4722222222222222
514,0.4722222222222222
570,0.4722222222222222
642,0.4722222222222222
734,0.4722222222222222
1071,0.4722222222222222
1083,0.4722222222222222
1167,0.4722222222222222
1194,0.4722222222222222
1198,0.4722222222222222
1207,0.4722222222222222
1230,0.4722222222222222
1282,0.4722222222222222
1436,0.4722222222222222
56,0.4652777777777778
62,0.4652777777777778
328,0.4652777777777778
331,0.4652777777777778
338,0.4652777777777778
361,0.4652777777777778
410,0.4652777777777778
442,0.4652777777777778
564,0.4652777777777778
878,0.4652777777777778
921,0.4652777777777778
1133,0.4652777777777778
1141,0.4652777777777778
1253,0.4652777777777778
1515,0.4652777777777778
26,0.4583333333333333
141,0.4583333333333333
254,0.4583333333333333
257,0.4583333333333333
290,0.4583333333333333
339,0.4583333333333333
383,0.4583333333333333
491,0.4583333333333333
509,0.4583333333333333
594,0.4583333333333333
755,0.4583333333333333
784,0.4583333333333333
852,0.4583333333333333
858,0.4583333333333333
884,0.4583333333333333
910,0.4583333333333333
913,0.4583333333333333
1041,0.4583333333333333
1059,0.4583333333333333
1119,0.4583333333333333
1329,0.4583333333333333
1368,0.4583333333333333
1376,0.4583333333333333
1425,0.4583333333333333
1440,0.4583333333333333
1462,0.4583333333333333
1507,0.4583333333333333
17,0.4513888888888889
43,0.4513888888888889
765,0.4513888888888889
792,0.4513888888888889
942,0.4513888888888889
1047,0.4513888888888889
1086,0.4513888888888889
1118,0.4513888888888889
1152,0.4513888888888889
1180,0.4513888888888889
1237,0.4513888888888889
1307,0.4513888888888889
1452,0.4513888888888889
1454,0.4513888888888889
1472,0.4513888888888889
1521,0.4513888888888889
1568,0.4513888888888889
71,0.4444444444444444
117,0.4444444444444444
160,0.4444444444444444
390,0.4444444444444444
397,0.4444444444444444
435,0.4444444444444444
457,0.4444444444444444
599,0.4444444444444444
1189,0.4444444444444444
1273,0.4444444444444444
1343,0.4444444444444444
1387,0.4444444444444444
1429,0.4444444444444444
53,0.4375
128,0.4375
164,0.4375
271,0.4375
869,0.4375
927,0.4375
997,0.4375
1008,0.4375
1077,0.4375
1279,0.4375
42,0.4305555555555556
104,0.4305555555555556
317,0.4305555555555556
345,0.4305555555555556
393,0.4305555555555556
924,0.4305555555555556
1002,0.4305555555555556
1089,0.4305555555555556
1160,0.4305555555555556
1163,0.4305555555555556
1277,0.4305555555555556
1356,0.4305555555555556
1358,0.4305555555555556
1371,0.4305555555555556
1395,0.4305555555555556
1544,0.4305555555555556
122,0.4236111111111111
146,0.4236111111111111
151,0.4236111111111111
327,0.4236111111111111
357,0.4236111111111111
644,0.4236111111111111
709,0.4236111111111111
726,0.4236111111111111
841,0.4236111111111111
885,0.4236111111111111
954,0.4236111111111111
1174,0.4236111111111111
1346,0.4236111111111111
1353,0.4236111111111111
1488,0.4236111111111111
114,0.4166666666666667
182,0.4166666666666667
190,0.4166666666666667
440,0.4166666666666667
536,0.4166666666666667
868,0.4166666666666667
963,0.4166666666666667
1023,0.4166666666666667
1094,0.4166666666666667
1098,0.4166666666666667
1331,0.4166666666666667
1390,0.4166666666666667
1391,0.4166666666666667
1502,0.4166666666666667
44,0.4097222222222222
561,0.4097222222222222
571,0.4097222222222222
635,0.4097222222222222
739,0.4097222222222222
771,0.4097222222222222
778,0.4097222222222222
800,0.4097222222222222
881,0.4097222222222222
946,0.4097222222222222
964,0.4097222222222222
969,0.4097222222222222
1015,0.4097222222222222
1028,0.4097222222222222
1053,0.4097222222222222
1061,0.4097222222222222
1143,0.4097222222222222
1309,0.4097222222222222
76,0.4027777777777778
134,0.4027777777777778
207,0.4027777777777778
513,0.4027777777777778
1360,0.4027777777777778
1393,0.4027777777777778
3,0.3958333333333333
185,0.3958333333333333
461,0.3958333333333333
481,0.3958333333333333
577,0.3958333333333333
652,0.3958333333333333
698,0.3958333333333333
768,0.3958333333333333
817,0.3958333333333333
1085,0.3958333333333333
1120,0.3958333333333333
1161,0.3958333333333333
1178,0.3958333333333333
1196,0.3958333333333333
1209,0.3958333333333333
1215,0.3958333333333333
1298,0.3958333333333333
1461,0.3958333333333333
1545,0.3958333333333333
9,0.3888888888888889
166,0.3888888888888889
194,0.3888888888888889
467,0.3888888888888889
619,0.3888888888888889
843,0.3888888888888889
1065,0.3888888888888889
1106,0.3888888888888889
1107,0.3888888888888889
1116,0.3888888888888889
1165,0.3888888888888889
386,0.3819444444444444
469,0.3819444444444444
856,0.3819444444444444
1136,0.3819444444444444
1278,0.3819444444444444
1283,0.3819444444444444
1308,0.3819444444444444
1379,0.3819444444444444
1433,0.3819444444444444
1581,0.3819444444444444
142,0.375
144,0.375
701,0.375
887,0.375
908,0.375
922,0.375
936,0.375
1114,0.375
1553,0.375
484,0.3680555555555556
569,0.3680555555555556
585,0.3680555555555556
836,0.3680555555555556
872,0.3680555555555556
1074,0.3680555555555556
1104,0.3680555555555556
1177,0.3680555555555556
1320,0.3680555555555556
482,0.3611111111111111
495,0.3611111111111111
621,0.3611111111111111
790,0.3611111111111111
866,0.3611111111111111
899,0.3611111111111111
961,0.3611111111111111
1014,0.3611111111111111
1021,0.3611111111111111
1029,0.3611111111111111
1040,0.3611111111111111
1095,0.3611111111111111
1124,0.3611111111111111
1296,0.3611111111111111
1450,0.3611111111111111
1569,0.3611111111111111
59,0.3541666666666667
112,0.3541666666666667
456,0.3541666666666667
