imgnum,ratio
1,0.9583333333333334
2,0.625
3,0.3958333333333333
4,0.5277777777777778
5,0.5625
6,0.9583333333333334
7,0.8819444444444444
8,0.9444444444444444
9,0.3888888888888889
10,0.7222222222222222
11,0.0
12,0.034722222222222224
13,0.9236111111111112
14,0.9166666666666666
15,0.7569444444444444
16,0.8402777777777778
17,0.4513888888888889
18,0.4791666666666667
19,0.7361111111111112
20,0.6875
21,0.7777777777777778
22,0.6666666666666666
23,0.7083333333333334
24,0.6944444444444444
25,0.6458333333333334
26,0.4583333333333333
27,0.8263888888888888
28,0.7777777777777778
29,0.6944444444444444
30,0.9861111111111112
31,0.6527777777777778
32,0.5555555555555556
33,0.5902777777777778
34,0.6111111111111112
35,0.6041666666666666
36,0.625
37,0.6527777777777778
38,0.8541666666666666
39,0.6666666666666666
40,0.5833333333333334
41,0.8541666666666666
42,0.4305555555555556
43,0.4513888888888889
44,0.4097222222222222
45,0.5625
46,0.6458333333333334
47,0.9375
48,0.7083333333333334
49,0.9583333333333334
50,0.9722222222222222
51,0.9652777777777778
52,0.9375
53,0.4375
54,0.5625
55,0.4861111111111111
56,0.4652777777777778
57,0.875
58,0.7430555555555556
59,0.3541666666666667
60,0.4722222222222222
61,0.3125
62,0.4652777777777778
63,0.2638888888888889
64,0.5416666666666666
65,0.013888888888888888
66,0.19444444444444445
67,0.3125
68,0.11805555555555555
69,0.08333333333333333
70,0.09722222222222222
71,0.4444444444444444
72,0.7361111111111112
73,0.5486111111111112
74,0.2708333333333333
75,0.5208333333333334
76,0.4027777777777778
77,0.6736111111111112
78,0.5763888888888888
79,0.7083333333333334
80,0.5208333333333334
81,0.9027777777777778
82,0.9166666666666666
83,0.8541666666666666
84,0.6111111111111112
85,0.5347222222222222
86,0.6458333333333334
87,0.3194444444444444
88,0.1736111111111111
89,0.4791666666666667
90,0.3402777777777778
91,0.8194444444444444
92,0.8055555555555556
93,0.6527777777777778
94,0.75
95,0.7569444444444444
96,0.6458333333333334
97,0.5902777777777778
98,0.5555555555555556
99,0.7152777777777778
100,0.7152777777777778
101,0.4791666666666667
102,0.7847222222222222
103,0.5138888888888888
104,0.4305555555555556
105,0.6597222222222222
106,0.625
107,0.7430555555555556
108,0.6944444444444444
109,0.13194444444444445
110,0.027777777777777776
111,0.6597222222222222
112,0.3541666666666667
113,0.09027777777777778
114,0.4166666666666667
115,0.2708333333333333
116,0.3125
117,0.4444444444444444
118,0.5416666666666666
119,0.14583333333333334
120,0.22916666666666666
121,0.18055555555555555
122,0.4236111111111111
123,0.16666666666666666
124,0.09027777777777778
125,0.625
126,0.8958333333333334
127,0.5555555555555556
128,0.4375
129,0.75
130,0.6875
131,0.7083333333333334
132,0.7569444444444444
133,0.5347222222222222
